Periodo,Regressão,ELM,PIB real (%)
2011Q3,4.916297105369878,6.1723922903965525,3.54
2011Q4,4.2439368803982624,3.3731476149832966,2.57
2012Q1,4.4526620825852365,3.372791717137125,1.71
2012Q2,1.65640383922171,2.274986642423047,0.99
2012Q3,3.3073690851437103,2.2551472631378036,2.49
2012Q4,1.1100870087240402,0.43681197738282657,2.48
2013Q1,0.08963761102284984,0.07672235206342126,2.72
2013Q2,0.5321898765189346,1.8609970722865985,4.02
2013Q3,1.0608780872178905,3.890427417616475,2.76
2013Q4,0.10866245974494149,0.4652275750244115,2.52
2014Q1,0.43264655486978576,0.6683693178526693,3.46
2014Q2,1.015149758625883,3.1384377214818713,-0.44
2014Q3,1.933238412122737,5.828394766597489,-0.64
2014Q4,1.2540283134244135,1.8289091413129506,-0.21
2015Q1,0.8374942990050673,1.1324210728787487,-1.59
2015Q2,2.2332911265382087,4.115693019671169,-2.71
2015Q3,2.6206548949042308,3.977923676056685,-4.26
2015Q4,0.9119128880613196,-0.2498091138536136,-5.58
2016Q1,1.0158991018447878,-2.3184705261248615,-5.25
2016Q2,2.3950273544781453,2.1459679199043813,-3.4
2016Q3,4.342490704147012,4.683609682925738,-2.68
2016Q4,3.096545062736963,4.266380741250373,-2.49
2017Q1,5.2039468458130695,3.4127810700707464,-0.01
2017Q2,4.759255100206293,3.769696454197705,0.42
2017Q3,6.413842163555187,3.624967923230615,1.41
2017Q4,5.032187124791887,1.942159066213172,2.12
