Periodo,Regressão,ELM,PIB real (%)
2011Q3,4.916297105369878,4.381296555382718,3.54
2011Q4,4.2439368803982624,0.6194867499131584,2.57
2012Q1,4.4526620825852365,3.450653533759076,1.71
2012Q2,1.65640383922171,3.6855333450107945,0.99
2012Q3,3.3073690851437103,3.2352448050824796,2.49
2012Q4,1.1100870087240402,0.2860868995497645,2.48
2013Q1,0.08963761102284984,3.010518418023101,2.72
2013Q2,0.5321898765189346,4.445197405563827,4.02
2013Q3,1.0608780872178905,5.532803228289501,2.76
2013Q4,0.10866245974494149,0.5565616329640992,2.52
2014Q1,0.43264655486978576,-0.8080786080690157,3.46
2014Q2,1.015149758625883,-0.21653927362584557,-0.44
2014Q3,1.933238412122737,2.643559508580872,-0.64
2014Q4,1.2540283134244135,-2.616806605174151,-0.21
2015Q1,0.8374942990050673,-3.1121221182171315,-1.59
2015Q2,2.2332911265382087,-0.30389450486402403,-2.71
2015Q3,2.6206548949042308,1.8371942839286994,-4.26
2015Q4,0.9119128880613196,-4.8054620591629025,-5.58
2016Q1,1.0158991018447878,-8.168043812857936,-5.25
2016Q2,2.3950273544781453,-0.8998729412286259,-3.4
2016Q3,4.342490704147012,3.098509964043714,-2.68
2016Q4,3.096545062736963,-1.0981192782306497,-2.49
2017Q1,5.2039468458130695,-2.209754656698945,-0.01
2017Q2,4.759255100206293,-1.5334882983833626,0.42
2017Q3,6.413842163555187,-1.4612445346794822,1.41
2017Q4,5.032187124791887,-2.0317153661587586,2.12
